kecamatan,tahun,metric,value
Wanayasa,2024,Kencur (m2) 2024,0
Wanayasa,2024,Kunyit (m2) 2024,50
Kalibening,2019,Jahe (m2) 2019,700
Kalibening,2019,Laos (m2) 2019,225
Kalibening,2019,Kencur (m2) 2019,400
Kalibening,2019,Kunyit (m2) 2019,800
Kalibening,2020,Jahe (m2) 2020,0
Kalibening,2020,Laos (m2) 2020,300
Kalibening,2020,Kencur (m2) 2020,550
Kalibening,2020,Kunyit (m2) 2020,900
Kalibening,2021,Jahe (m2) 2021,1300
Kalibening,2021,Laos (m2) 2021,600
Kalibening,2021,Kencur (m2) 2021,900
Kalibening,2021,Kunyit (m2) 2021,800
Kalibening,2022,Jahe (m2) 2022,1200
Kalibening,2022,Laos (m2) 2022,550
Kalibening,2022,Kencur (m2) 2022,1200
Kalibening,2022,Kunyit (m2) 2022,1050
Kalibening,2023,Jahe (m2) 2023,200
Kalibening,2023,Laos (m2) 2023,200
Kalibening,2023,Kencur (m2) 2023,300
Kalibening,2023,Kunyit (m2) 2023,400
Kalibening,2024,Jahe (m2) 2024,500
Kalibening,2024,Laos (m2) 2024,500
Kalibening,2024,Kencur (m2) 2024,300
Kalibening,2024,Kunyit (m2) 2024,800
Pandanarum,2019,Jahe (m2) 2019,0
Pandanarum,2019,Laos (m2) 2019,0
Pandanarum,2019,Kencur (m2) 2019,0
Pandanarum,2019,Kunyit (m2) 2019,0
Pandanarum,2020,Jahe (m2) 2020,0
Pandanarum,2020,Laos (m2) 2020,0
Pandanarum,2020,Kencur (m2) 2020,0
Pandanarum,2020,Kunyit (m2) 2020,0
Pandanarum,2021,Jahe (m2) 2021,0
Pandanarum,2021,Laos (m2) 2021,0
Pandanarum,2021,Kencur (m2) 2021,0
Pandanarum,2021,Kunyit (m2) 2021,0
Pandanarum,2022,Jahe (m2) 2022,0
Pandanarum,2022,Laos (m2) 2022,0
Pandanarum,2022,Kencur (m2) 2022,0
Pandanarum,2022,Kunyit (m2) 2022,0
Pandanarum,2023,Jahe (m2) 2023,0
Pandanarum,2023,Laos (m2) 2023,0
Pandanarum,2023,Kencur (m2) 2023,0
Pandanarum,2023,Kunyit (m2) 2023,0
Pandanarum,2024,Jahe (m2) 2024,0
Pandanarum,2024,Laos (m2) 2024,0
Pandanarum,2024,Kencur (m2) 2024,0
Pandanarum,2024,Kunyit (m2) 2024,0
